Quotazioni Immobiliari : Informazioni di Zona OMI - Semestre 2005/1 - elaborazione del 16-MAG-24
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona_Descr;Zona;LinkZona;Cod_tip_prev;Descr_tip_prev;Stato_prev;Microzona;
NORD-OVEST;PIEMONTE;AL;1006039;A2BY; ;B885;CASALE MONFERRATO;E;'MICROZONA N. 3 - BORGATA SAN GERMANO';E1;AL00003907;20;Abitazioni civili;N;3;
NORD-OVEST;PIEMONTE;AL;1006039;A2BY; ;B885;CASALE MONFERRATO;E;'MICROZONA N. 4 - CASALE POPOLO, TERRANOVA,S.MARIA DEL TEMPIO, CASCINE ROSSI';E2;AL00003908;20;Abitazioni civili;N;4;
NORD-OVEST;PIEMONTE;AL;1006039;A2BY; ;B885;CASALE MONFERRATO;E;'MICROZONA N. 5 - RONCAGLIA';E3;AL00003909;20;Abitazioni civili;N;5;
NORD-OVEST;PIEMONTE;AL;1006039;A2BY; ;B885;CASALE MONFERRATO;E;'MICROZONA N. 6 - ROLASCO,VIALARDA';E4;AL00003910;20;Abitazioni civili;N;6;
NORD-OVEST;PIEMONTE;AL;1006039;A2BY; ;B885;CASALE MONFERRATO;R;'ZONA AGRICOLA';R1;AL00004200;102;Seminativo Irriguo;;4;
NORD-OVEST;PIEMONTE;AL;1006040;A2BZ; ;B902;CASALNOCETO;B;'MICROZONA N. 1 - CENTRO URBANO E ZONA DI ESPANSIONE';B1;AL00000656;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006040;A2BZ; ;B902;CASALNOCETO;D;'MICROZONA N. 2- ZONA AGRICOLA';D1;AL00000652;1;Ville e Villini;N;2;
NORD-OVEST;PIEMONTE;AL;1006040;A2BZ; ;B902;CASALNOCETO;R;'ZONA AGRICOLA';R1;AL00004202;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006041;A2CA; ;B941;CASASCO;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003581;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006041;A2CA; ;B941;CASASCO;D;'MICROZONA N. 1 - ZONA AGRICOLA E ZONA DI ESPANSIONE';D1;AL00000665;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006041;A2CA; ;B941;CASASCO;R;'ZONA AGRICOLA';R1;AL00004203;197;Bosco Ceduo;;1;
NORD-OVEST;PIEMONTE;AL;1006042;A2CB; ;C005;CASSANO SPINOLA;B;'MICROZONA N. 1 - CENTRO STORICO';B1;AL00000677;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006042;A2CB; ;C005;CASSANO SPINOLA;D;'MICROZONA N. 2 - ZONA DI COMPLETAMENTO';D1;AL00000679;20;Abitazioni civili;N;2;
NORD-OVEST;PIEMONTE;AL;1006042;A2CB; ;C005;CASSANO SPINOLA;D;'MICROZONA N. 1 - ZONA AGRICOLA E STABILIMENTO ROQUETTE';D2;AL00000680;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006042;A2CB; ;C005;CASSANO SPINOLA;R;'ZONA AGRICOLA';R1;AL00004204;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006043;A2CC; ;C027;CASSINE;B;'MICROZONA N.1  - CENTRO URBANO';B1;AL00000694;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006043;A2CC; ;C027;CASSINE;D;'MICROZONA N. 1 - ZONA AGRICOLA';D1;AL00000696;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006043;A2CC; ;C027;CASSINE;R;'ZONA AGRICOLA';R1;AL00004162;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006044;A2CD; ;C030;CASSINELLE;B;'MICROZONA N. 1 - CENTRO URBANO E ZONA DI ESPANSIONE';B1;AL00000712;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006044;A2CD; ;C030;CASSINELLE;D;'MICROZONA N. 1 - ZONA AGRICOLA';D1;AL00000708;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006044;A2CD; ;C030;CASSINELLE;R;'ZONA AGRICOLA';R1;AL00004205;197;Bosco Ceduo;;1;
NORD-OVEST;PIEMONTE;AL;1006045;A2CG; ;C137;CASTELLANIA;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003584;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006045;A2CG; ;C137;CASTELLANIA;D;'MICROZONA N. 1 - ZONA AGRICOLA';D1;AL00000722;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006045;A2CG; ;C137;CASTELLANIA;R;'ZONA AGRICOLA';R1;AL00004206;197;Bosco Ceduo;;1;
NORD-OVEST;PIEMONTE;AL;1006046;A2CH; ;C142;CASTELLAR GUIDOBONO;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00000739;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006046;A2CH; ;C142;CASTELLAR GUIDOBONO;D;'MICROZONA N. 1 - ZONA AGRICOLA E DI ESPANSIONE';D1;AL00000735;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006046;A2CH; ;C142;CASTELLAR GUIDOBONO;R;'ZONA AGRICOLA';R1;AL00004207;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006047;A2CI; ;C148;CASTELLAZZO BORMIDA;B;'MICROZONA N . 1 - CENTRO STORICO';B1;AL00000748;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006047;A2CI; ;C148;CASTELLAZZO BORMIDA;D;'MICROZONA N. 1 - AREA DI ESPANSIONE';D1;AL00000750;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006047;A2CI; ;C148;CASTELLAZZO BORMIDA;D;'MICROZONA N. 2 - ZONA AGRICOLA';D2;AL00000751;20;Abitazioni civili;N;2;
NORD-OVEST;PIEMONTE;AL;1006047;A2CI; ;C148;CASTELLAZZO BORMIDA;R;'ZONA AGRICOLA';R1;AL00004208;101;Seminativo;;2;
NORD-OVEST;PIEMONTE;AL;1006048;A2CJ; ;C156;CASTELLETTO D`ERRO;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003587;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006048;A2CJ; ;C156;CASTELLETTO D`ERRO;D;'MICROZONA N. 1 - ZONA AGRICOLA';D1;AL00000768;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006048;A2CJ; ;C156;CASTELLETTO D`ERRO;R;'ZONA AGRICOLA';R1;AL00004209;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006049;A2CK; ;C158;CASTELLETTO D`ORBA;B;'MICROZONA N. 1 - CENTRO URBANO E ZONA DI ESPANSIONE';B1;AL00000778;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006049;A2CK; ;C158;CASTELLETTO D`ORBA;D;'MICROZONA N. 2 -ZONA AGRICOLA';D1;AL00000780;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006049;A2CK; ;C158;CASTELLETTO D`ORBA;R;'ZONA AGRICOLA';R1;AL00004210;101;Seminativo;;2;
NORD-OVEST;PIEMONTE;AL;1006050;A2CL; ;C160;CASTELLETTO MERLI;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003590;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006050;A2CL; ;C160;CASTELLETTO MERLI;D;'MICROZONA N. 1 - ZONA AGRICOLA';D1;AL00000793;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006050;A2CL; ;C160;CASTELLETTO MERLI;R;'ZONA AGRICOLA';R1;AL00004211;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006051;A2CM; ;C162;CASTELLETTO MONFERRATO;B;'MICROZONA N. 1 - CENTRO STORICO';B1;AL00003852;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006051;A2CM; ;C162;CASTELLETTO MONFERRATO;D;'MICROZONA 1 - ZONA DI ESPANSIONE OVEST';D1;AL00004417;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006051;A2CM; ;C162;CASTELLETTO MONFERRATO;D;'MICROZONA 2 - ZONA DI ESPANSIONE EST';D2;AL00004418;20;Abitazioni civili;N;2;
NORD-OVEST;PIEMONTE;AL;1006051;A2CM; ;C162;CASTELLETTO MONFERRATO;E;'MICROZONA N. 3 - ZONA AGRICOLA VERSO SAN SALVATORE M.TO';E1;AL00003855;20;Abitazioni civili;N;3;
NORD-OVEST;PIEMONTE;AL;1006051;A2CM; ;C162;CASTELLETTO MONFERRATO;E;'MICROZONA N. 4 - ZONA AGRICOLA VERSO QUARGNENTO';E2;AL00003932;20;Abitazioni civili;N;4;
NORD-OVEST;PIEMONTE;AL;1006051;A2CM; ;C162;CASTELLETTO MONFERRATO;R;'ZONA AGRICOLA';R1;AL00004212;101;Seminativo;;4;
NORD-OVEST;PIEMONTE;AL;1006052;A2CN; ;C229;CASTELNUOVO BORMIDA;B;'MICROZONA N.1 - CENTRO URBANO';B1;AL00003707;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006052;A2CN; ;C229;CASTELNUOVO BORMIDA;D;'MICROZONA N. 1 - ZONA AGRICOLA';D1;AL00000827;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006052;A2CN; ;C229;CASTELNUOVO BORMIDA;R;'ZONA AGRICOLA';R1;AL00004213;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006053;A2CQ; ;C243;CASTELNUOVO SCRIVIA;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00000839;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006053;A2CQ; ;C243;CASTELNUOVO SCRIVIA;D;'MICROZONA 2 - ZONA AGRICOLA';D1;AL00000841;20;Abitazioni civili;N;2;
NORD-OVEST;PIEMONTE;AL;1006053;A2CQ; ;C243;CASTELNUOVO SCRIVIA;R;'ZONA AGRICOLA';R1;AL00004214;101;Seminativo;;2;
NORD-OVEST;PIEMONTE;AL;1006054;A2CS; ;C274;CASTELSPINA;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003710;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006054;A2CS; ;C274;CASTELSPINA;D;'MICROZONA N. 1 - ZONA AGRICOLA';D1;AL00000858;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006054;A2CS; ;C274;CASTELSPINA;R;'ZONA AGRICOLA';R1;AL00004215;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006055;A2CW; ;C387;CAVATORE;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003713;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006055;A2CW; ;C387;CAVATORE;D;'MICROZONA N.1  -  ZONA AGRICOLA';D1;AL00000871;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006055;A2CW; ;C387;CAVATORE;R;'ZONA AGRICOLA';R1;AL00004216;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006056;A2CX; ;C432;CELLA MONTE;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003716;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006056;A2CX; ;C432;CELLA MONTE;D;'MICROZONA N. 1 - ZONA AGRICOLA E ZONA DI ESPANSIONE';D1;AL00000884;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006056;A2CX; ;C432;CELLA MONTE;R;'ZONA AGRICOLA';R1;AL00004217;129;Vigneto;;1;
NORD-OVEST;PIEMONTE;AL;1006057;A2CZ; ;C503;CERESETO;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003719;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006057;A2CZ; ;C503;CERESETO;D;'MICROZONA N. 1 - ZONA AGRICOLA';D1;AL00000897;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006057;A2CZ; ;C503;CERESETO;R;'ZONA AGRICOLA';R1;AL00004218;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006058;A2DA; ;C507;CERRETO GRUE;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003593;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006058;A2DA; ;C507;CERRETO GRUE;D;'MICROZONA N.1 - ZONA AGRICOLA E ZONA DI ESPANSIONE';D1;AL00000910;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006058;A2DA; ;C507;CERRETO GRUE;R;'ZONA AGRICOLA';R1;AL00004219;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006059;A2DC; ;C531;CERRINA;B;'MICROZONA N. 1 - CENTRO URBANO E ZONA DI ESPANSIONE';B1;AL00000922;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006059;A2DC; ;C531;CERRINA;D;'MICROZONA N . 2 - ZONA AGRICOLA';D1;AL00000924;20;Abitazioni civili;N;2;
NORD-OVEST;PIEMONTE;AL;1006059;A2DC; ;C531;CERRINA;R;'ZONA AGRICOLA';R1;AL00004220;197;Bosco Ceduo;;2;
NORD-OVEST;PIEMONTE;AL;1006060;A2DH; ;C962;CONIOLO;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003722;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006060;A2DH; ;C962;CONIOLO;D;'MICROZONA N. 1 - ZONA AGRICOLA';D1;AL00000937;1;Ville e Villini;N;1;
NORD-OVEST;PIEMONTE;AL;1006060;A2DH; ;C962;CONIOLO;R;'ZONA AGRICOLA';R1;AL00004221;199;Bosco d`alto Fusto;;1;
NORD-OVEST;PIEMONTE;AL;1006061;A2DI; ;C977;CONZANO;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003725;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006061;A2DI; ;C977;CONZANO;D;'MICROZONA N. 1 - ZONA AGRICOLA E ZONA DI ESPANSIONE';D1;AL00000950;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006061;A2DI; ;C977;CONZANO;R;'ZONA AGRICOLA';R1;AL00004222;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006062;A2DL; ;D102;COSTA VESCOVATO;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003596;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006062;A2DL; ;D102;COSTA VESCOVATO;D;'MICROZONA N. 1  - ZONA AGRICOLA';D1;AL00000962;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006062;A2DL; ;D102;COSTA VESCOVATO;R;'ZONA AGRICOLA';R1;AL00004223;129;Vigneto;;1;
NORD-OVEST;PIEMONTE;AL;1006063;A2DM; ;D149;CREMOLINO;B;'MICROZONA N. 1 -  CENTRO URBANO';B1;AL00000974;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006063;A2DM; ;D149;CREMOLINO;D;'MICROZONA N. 1 - ZONA DI ESPANSIONE';D1;AL00000976;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006063;A2DM; ;D149;CREMOLINO;D;'MICROZONA N. 2 - ZONA ESPANSIONE (STATALE TURCHINO)';D2;AL00000977;20;Abitazioni civili;N;2;
NORD-OVEST;PIEMONTE;AL;1006063;A2DM; ;D149;CREMOLINO;D;'MICROZONA N. 3 - ZONA AGRICOLA';D3;AL00003847;20;Abitazioni civili;N;3;
NORD-OVEST;PIEMONTE;AL;1006063;A2DM; ;D149;CREMOLINO;R;'ZONA AGRICOLA';R1;AL00004224;101;Seminativo;;3;
NORD-OVEST;PIEMONTE;AL;1006064;A2DN; ;D194;CUCCARO MONFERRATO;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003728;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006064;A2DN; ;D194;CUCCARO MONFERRATO;D;'MICROZONA N. 1 - ZONA AGRICOLA E ZONA DI ESPANSIONE';D1;AL00000997;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006064;A2DN; ;D194;CUCCARO MONFERRATO;R;'ZONA AGRICOLA';R1;AL00004225;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006065;A2DQ; ;D272;DENICE;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003599;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006065;A2DQ; ;D272;DENICE;D;'MICROZONA N. 1 - ZONA AGRICOLA';D1;AL00001010;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006065;A2DQ; ;D272;DENICE;R;'ZONA AGRICOLA';R1;AL00004226;197;Bosco Ceduo;;1;
NORD-OVEST;PIEMONTE;AL;1006066;A2DR; ;D277;DERNICE;B;'MICROZONA N .1 - CENTRO URBANO';B1;AL00003602;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006066;A2DR; ;D277;DERNICE;D;'MICROZONA N. 1 - ZONA AGRICOLA E ZONA DI ESPANSIONE';D1;AL00001024;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006066;A2DR; ;D277;DERNICE;R;'ZONA AGRICOLA';R1;AL00004227;197;Bosco Ceduo;;1;
NORD-OVEST;PIEMONTE;AL;1006067;A2DS; ;D447;FABBRICA CURONE;B;'MICROZONA N. 2 - CENTRO URBANO';B1;AL00003382;20;Abitazioni civili;N;2;
NORD-OVEST;PIEMONTE;AL;1006067;A2DS; ;D447;FABBRICA CURONE;E;'MICROZONA N. 3 - FRAZIONI A SUD ESCLUSO CALDIROLA';E1;AL00003383;20;Abitazioni civili;N;3;
NORD-OVEST;PIEMONTE;AL;1006067;A2DS; ;D447;FABBRICA CURONE;E;'MICROZONA N. 1 - FRAZ. CALDIROLA';E2;AL00003384;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006067;A2DS; ;D447;FABBRICA CURONE;R;'ZONA AGRICOLA';R1;AL00004228;197;Bosco Ceduo;;3;
NORD-OVEST;PIEMONTE;AL;1006068;A2DT; ;D528;FELIZZANO;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00001053;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006068;A2DT; ;D528;FELIZZANO;D;'MICROZONA N. 1 - ZONA AGRICOLA E DI ESPANSIONE';D1;AL00001055;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006068;A2DT; ;D528;FELIZZANO;R;'ZONA AGRICOLA';R1;AL00004229;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006069;A2DU; ;D559;FRACONALTO;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003605;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006069;A2DU; ;D559;FRACONALTO;D;'MICROZONA N. 1 - ZONA AGRICOLA E ZONA DI ESPANSIONE';D1;AL00001068;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006069;A2DU; ;D559;FRACONALTO;R;'ZONA AGRICOLA';R1;AL00004230;197;Bosco Ceduo;;1;
NORD-OVEST;PIEMONTE;AL;1006070;A2DW; ;D759;FRANCAVILLA BISIO;B;'MICROZONA N. 1 - CENTRO URBANO E ZONA DI ESPANSIONE';B1;AL00001085;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006070;A2DW; ;D759;FRANCAVILLA BISIO;D;'MICROZONA N. 1 - ZONA AGRICOLA';D1;AL00001081;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006070;A2DW; ;D759;FRANCAVILLA BISIO;R;'ZONA AGRICOLA';R1;AL00004231;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006071;A2DX; ;D770;FRASCARO;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003731;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006071;A2DX; ;D770;FRASCARO;D;'MICROZONA N. 1 - ZONA AGRICOLA';D1;AL00001095;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006071;A2DX; ;D770;FRASCARO;R;'ZONA AGRICOLA';R1;AL00004232;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006072;A2DZ; ;D777;FRASSINELLO MONFERRATO;B;'MICROZONA N.1 - CENTRO URBANO';B1;AL00003734;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006072;A2DZ; ;D777;FRASSINELLO MONFERRATO;D;'MICROZONA N. 1 - ZONA AGRICOLA E ZONA DI ESPANSIONE';D1;AL00001107;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006072;A2DZ; ;D777;FRASSINELLO MONFERRATO;R;'ZONA AGRICOLA';R1;AL00004233;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006073;A2EB; ;D780;FRASSINETO PO;B;'MICROZONA N. 1 - CENTRO URBANO E ZONA DI ESPANSIONE';B1;AL00001124;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006073;A2EB; ;D780;FRASSINETO PO;D;'MICROZONA N. 1 - ZONA AGRICOLA';D1;AL00001120;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006073;A2EB; ;D780;FRASSINETO PO;R;'ZONA AGRICOLA';R1;AL00004234;199;Bosco d`alto Fusto;;1;
NORD-OVEST;PIEMONTE;AL;1006074;A2EC; ;D797;FRESONARA;B;'MICROZONA N. 1 - CENTRO URBANO E ZONA DI ESPANSIONE';B1;AL00001138;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006074;A2EC; ;D797;FRESONARA;D;'MICROZONA N. 1 - ZONA AGRICOLA';D1;AL00001134;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006074;A2EC; ;D797;FRESONARA;R;'ZONA AGRICOLA';R1;AL00004235;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006075;A2ED; ;D813;FRUGAROLO;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00001147;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006075;A2ED; ;D813;FRUGAROLO;D;'MICROZONA N. 1  - ZONA AGRICOLA E DI ESPANSIONE';D1;AL00001149;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006075;A2ED; ;D813;FRUGAROLO;R;'ZONA AGRICOLA';R1;AL00004236;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006076;A2EE; ;D814;FUBINE;B;'MICROZONA N.1 - CENTRO ABITATO';B1;AL00001161;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006076;A2EE; ;D814;FUBINE;D;'MICROZONA N. 3 - ZONA DI ESPANSIONE MARGARA';D1;AL00001163;20;Abitazioni civili;N;3;
NORD-OVEST;PIEMONTE;AL;1006076;A2EE; ;D814;FUBINE;D;'MICROZONA N. 2 - ZONA AGRICOLA VERSO FELIZZANO';D2;AL00001164;20;Abitazioni civili;N;2;
NORD-OVEST;PIEMONTE;AL;1006076;A2EE; ;D814;FUBINE;D;'MICROZONA N. 4 - ZONA AGRICOLA VERSO ALTAVILLA';D3;AL00003923;20;Abitazioni civili;N;4;
NORD-OVEST;PIEMONTE;AL;1006076;A2EE; ;D814;FUBINE;R;'ZONA AGRICOLA';R1;AL00004237;101;Seminativo;;2;
NORD-OVEST;PIEMONTE;AL;1006077;A2EF; ;D835;GABIANO;B;'MICROZONA N. 1 - CENTRO URBANO E ZONA DI ESPANSIONE';B1;AL00001183;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006077;A2EF; ;D835;GABIANO;D;'MICROZONA N. 3 - ZONA AGRICOLA';D1;AL00001179;20;Abitazioni civili;N;3;
NORD-OVEST;PIEMONTE;AL;1006077;A2EF; ;D835;GABIANO;E;'MICROZONA N. 2 - FRAZIONE CANTAVENNA';E1;AL00003391;20;Abitazioni civili;N;2;
NORD-OVEST;PIEMONTE;AL;1006077;A2EF; ;D835;GABIANO;R;'ZONA AGRICOLA';R1;AL00004238;197;Bosco Ceduo;;3;
NORD-OVEST;PIEMONTE;AL;1006078;A2EG; ;D890;GAMALERO;B;'MICROZONA N. 1 - CENTRO URBANO E ZONA DI ESPANSIONE';B1;AL00001201;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006078;A2EG; ;D890;GAMALERO;D;'MICROZONA N. 1 - ZONA AGRICOLA';D1;AL00001197;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006078;A2EG; ;D890;GAMALERO;R;'ZONA AGRICOLA';R1;AL00004239;101;Seminativo;;1;
NORD-OVEST;PIEMONTE;AL;1006079;A2EH; ;D910;GARBAGNA;B;'MICROZONA N. 1 - CENTRO URBANO E ZONA DI ESPANSIONE';B1;AL00001215;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006079;A2EH; ;D910;GARBAGNA;D;'MICROZONA 1 - ZONA AGRICOLA';D1;AL00001211;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006079;A2EH; ;D910;GARBAGNA;R;'ZONA AGRICOLA';R1;AL00004240;197;Bosco Ceduo;;1;
NORD-OVEST;PIEMONTE;AL;1006080;A2EI; ;D941;GAVAZZANA;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003608;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006080;A2EI; ;D941;GAVAZZANA;D;'MICROZONA N. 1 - ZONA AGRICOLA E ZONA DI ESPANSIONE';D1;AL00001226;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006080;A2EI; ;D941;GAVAZZANA;R;'ZONA AGRICOLA';R1;AL00004241;197;Bosco Ceduo;;1;
NORD-OVEST;PIEMONTE;AL;1006081;A2EJ; ;D944;GAVI;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00001238;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006081;A2EJ; ;D944;GAVI;C;'MICROZONA N. 2 - ZONA DI ESPANSIONE';C1;AL00003329;20;Abitazioni civili;N;2;
NORD-OVEST;PIEMONTE;AL;1006081;A2EJ; ;D944;GAVI;D;'MICROZONA N. 3 - ZONA AGRICOLA';D1;AL00001240;20;Abitazioni civili;N;3;
NORD-OVEST;PIEMONTE;AL;1006081;A2EJ; ;D944;GAVI;R;'ZONA AGRICOLA';R1;AL00004242;129;Vigneto;;3;
NORD-OVEST;PIEMONTE;AL;1006082;A2EK; ;E015;GIAROLE;B;'MICROZONA N. 1 - CENTRO URBANO';B1;AL00003737;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006082;A2EK; ;E015;GIAROLE;D;'MICROZONA N. 1 - ZONA AGRICOLA';D1;AL00001257;20;Abitazioni civili;N;1;
NORD-OVEST;PIEMONTE;AL;1006082;A2EK; ;E015;GIAROLE;R;'ZONA AGRICOLA';R1;AL00004243;102;Seminativo Irriguo;;1;
